Video,Classifier,Tile_Size,HOTA,MOTA,IDF1
jnc00.mp4,SimpleCNN,64,0.6809651700919664,0.6203467334192525,0.69486534039113
jnc00.mp4,groundtruth,64,0.9489666140667207,0.9336584217309408,0.9604504959676645
jnc02.mp4,SimpleCNN,64,0.8688967631072574,0.8794018952272874,0.8723383744333465
jnc02.mp4,groundtruth,64,0.9572953870634228,0.9763551852254885,0.9484295275885639
jnc06.mp4,SimpleCNN,64,0.6950652652380226,0.6358260524404711,0.7031492279805194
jnc06.mp4,groundtruth,64,0.9777928927030461,0.9774965155458527,0.9870214546092871
jnc07.mp4,SimpleCNN,64,0.8518787573334159,0.8442730428075588,0.8627970715224329
jnc07.mp4,groundtruth,64,0.9626815802750711,0.9529362269046033,0.9752743705616527
